Date,Open,High,Low,Close,Adj Close,Volume
1997-12-01,null,null,null,null,null,null
1998-01-01,19.718750,20.968750,18.781250,19.906250,14.304593,113176600
1998-02-01,20.468750,23.968750,20.093750,23.156250,16.640038,109165400
1998-03-01,23.343750,26.125000,23.250000,25.406250,18.256878,136236400
1998-04-01,25.406250,26.968750,24.093750,25.281250,18.194649,119430600
1998-05-01,25.625000,28.187500,24.875000,27.562500,19.836435,102331600
1998-06-01,27.843750,31.437500,27.687500,30.375000,21.860561,129212400
1998-07-01,30.781250,34.843750,29.875000,31.562500,22.746117,133845800
1998-08-01,31.343750,34.906250,28.625000,29.500000,21.259741,166958400
1998-09-01,29.750000,32.375000,26.937500,27.312500,19.683277,199474200
1998-10-01,27.000000,34.718750,26.218750,34.531250,24.916695,193481400
1998-11-01,34.656250,38.625000,33.406250,37.656250,27.171595,130600000
1998-12-01,37.125000,41.375000,35.718750,40.718750,29.381411,120595400
1999-01-01,40.812500,43.218750,38.687500,43.000000,31.059372,131455400
1999-02-01,42.875000,44.750000,40.250000,43.062500,31.104519,130111800
1999-03-01,43.562500,49.187500,41.812500,46.093750,33.294018,178599600
1999-04-01,46.718750,53.406250,43.187500,46.000000,33.260944,201200800
1999-05-01,45.875000,47.625000,41.000000,42.625000,30.820621,163092500
1999-06-01,42.687500,48.500000,42.187500,48.250000,34.887844,130989500
1999-07-01,47.937500,51.000000,42.250000,42.250000,30.585445,105348500
1999-08-01,42.312500,48.437500,38.875000,44.312500,32.078522,127936900
1999-09-01,44.312500,48.000000,43.562500,47.562500,34.431244,106449500
1999-10-01,48.000000,58.500000,47.562500,56.312500,40.808979,152005100
1999-11-01,57.250000,60.687500,55.000000,57.625000,41.760128,119991500
1999-12-01,57.687500,70.250000,57.000000,69.125000,50.094051,137085100
2000-01-01,68.375000,69.000000,53.500000,54.750000,39.706253,135751100
2000-02-01,55.000000,60.125000,43.437500,48.750000,35.354893,230040300
2000-03-01,49.875000,60.750000,45.625000,56.500000,40.975422,231782500
2000-04-01,56.625000,64.937500,51.750000,55.375000,40.210060,136390700
2000-05-01,56.375000,60.000000,49.500000,57.625000,41.843861,144407300
2000-06-01,57.125000,60.062500,51.625000,57.625000,41.843861,129622000
2000-07-01,57.250000,62.937500,54.250000,55.250000,40.163094,107293500
2000-08-01,54.000000,57.625000,47.125000,47.625000,34.620220,192477600
2000-09-01,47.562500,54.750000,46.875000,48.125000,34.983700,150950500
2000-10-01,48.187500,48.625000,41.437500,45.375000,33.021324,217333800
2000-11-01,46.500000,52.187500,42.562500,52.187500,37.979061,196379900
2000-12-01,52.625000,55.937500,46.937500,53.125000,38.661320,172787800
2001-01-01,53.125000,58.750000,50.437500,56.799999,41.387497,179925700
2001-02-01,56.799999,56.799999,48.049999,50.090000,36.498245,136950200
2001-03-01,49.250000,51.900002,45.200001,50.500000,36.797009,169447700
2001-04-01,50.000000,53.299999,47.410000,51.740002,37.755726,149743600
2001-05-01,51.720001,54.750000,51.000000,51.750000,37.763027,146569900
2001-06-01,51.540001,52.450001,48.000000,48.799999,35.610352,122370700
2001-07-01,48.950001,56.500000,46.709999,55.900002,40.849884,154027100
2001-08-01,55.400002,56.770000,47.240002,48.049999,35.113358,151455300
2001-09-01,48.230000,49.950001,42.000000,49.500000,36.172966,174327700
2001-10-01,49.500000,54.750000,48.139999,51.400002,37.619495,187933400
2001-11-01,51.200001,56.240002,50.860001,55.150002,40.364117,158067900
2001-12-01,55.060001,58.740002,53.029999,57.549999,42.120674,135601900
2002-01-01,57.650002,59.980000,55.310001,59.980000,43.954327,150831500
2002-02-01,59.700001,62.880001,58.099998,62.009998,45.441944,151688900
2002-03-01,62.200001,63.939999,60.299999,61.299999,44.921642,151343400
2002-04-01,60.349998,61.849998,55.459999,55.860001,40.983551,173902500
2002-05-01,55.599998,59.299999,53.610001,54.099998,39.692272,174180400
2002-06-01,54.180000,58.880001,52.000000,55.009998,40.359928,198082500
2002-07-01,55.299999,56.700001,43.720001,49.180000,36.128845,256873400
2002-08-01,49.000000,54.790001,45.189999,53.480000,39.287720,216148600
2002-09-01,52.849998,57.000000,48.099998,49.240002,36.172909,189286100
2002-10-01,49.240002,58.020000,48.549999,53.549999,39.393600,281372000
2002-11-01,53.590000,56.200001,52.570000,53.900002,39.651070,172707800
2002-12-01,55.959999,56.740002,48.950001,50.509998,37.157234,172622000
2003-01-01,50.650002,52.180000,46.919998,47.799999,35.215496,177204400
2003-02-01,47.770000,49.790001,46.250000,48.060001,35.407066,147045300
2003-03-01,48.599998,54.860001,46.500000,52.029999,38.331852,177796800
2003-04-01,52.099998,57.509998,51.520000,56.320000,41.563995,169673200
2003-05-01,56.320000,56.950001,51.630001,52.610001,38.826038,190744000
2003-06-01,52.959999,55.590000,52.119999,53.669998,39.608311,166620900
2003-07-01,53.500000,57.700001,53.000000,55.910000,41.328983,157989300
2003-08-01,55.720001,59.480000,54.779999,59.169998,43.738796,136669300
2003-09-01,58.959999,60.200001,55.799999,55.849998,41.284634,175100700
2003-10-01,56.020000,59.639999,56.009998,58.950001,43.576172,152140600
2003-11-01,58.770000,59.930000,54.360001,55.639999,41.194370,172384700
2003-12-01,55.639999,55.660000,50.500000,53.049999,39.276798,280065600
2004-01-01,53.349998,54.950001,51.580002,53.849998,39.939053,201663800
2004-02-01,54.200001,60.150002,54.150002,59.560001,44.173996,225419200
2004-03-01,59.669998,61.310001,57.270000,59.689999,44.270420,222337300
2004-04-01,58.750000,60.139999,56.150002,57.000000,42.370323,193281000
2004-05-01,57.000000,57.520000,53.450001,55.730000,41.426296,205337100
2004-06-01,55.450001,57.830002,51.930000,52.500000,39.117424,214484500
2004-07-01,53.099998,54.189999,51.500000,53.009998,39.497402,210007000
2004-08-01,53.020000,54.970001,51.080002,52.669998,39.244083,186258300
2004-09-01,52.459999,53.959999,51.099998,53.200001,39.732948,206640300
2004-10-01,53.500000,54.380001,51.910000,53.919998,40.270691,185838900
2004-11-01,53.919998,57.889999,52.060001,52.060001,38.881523,238267700
2004-12-01,52.500000,53.650002,52.000000,52.820000,39.449146,231643800
2005-01-01,53.750000,54.599998,52.220001,52.400002,39.230774,183923700
2005-02-01,52.400002,53.740002,51.099998,51.610001,38.639317,181560100
2005-03-01,52.009998,53.490002,50.060001,50.110001,37.516296,373812500
2005-04-01,50.250000,50.500000,46.200001,47.139999,35.396759,337397100
2005-05-01,47.480000,49.459999,46.599998,47.230000,35.464352,255131200
2005-06-01,47.250000,50.299999,47.209999,48.200001,36.308582,238335200
2005-07-01,48.250000,50.689999,48.150002,49.349998,37.174862,183397900
2005-08-01,49.619999,49.869999,44.700001,44.959999,33.867924,280401100
2005-09-01,44.950001,46.480000,42.310001,43.820000,33.113590,445029400
2005-10-01,44.150002,47.549999,43.299999,47.310001,35.750885,309168500
2005-11-01,47.119999,50.869999,46.610001,48.560001,36.695480,267771900
2005-12-01,48.590000,49.740002,46.750000,46.799999,35.365494,258541900
2006-01-01,46.360001,46.950001,44.540001,46.110001,34.950050,322518700
2006-02-01,46.049999,47.020000,44.520000,45.360001,34.381569,236340600
2006-03-01,45.360001,48.869999,44.860001,47.240002,35.806572,267987900
2006-04-01,47.270000,47.310001,44.990002,45.029999,34.257824,197107100
2006-05-01,45.919998,50.000000,45.540001,48.450001,36.859680,302008400
2006-06-01,48.250000,49.189999,46.549999,48.169998,36.775188,245733000
2006-07-01,47.750000,48.049999,42.310001,44.500000,33.973335,269589700
2006-08-01,44.349998,45.450001,43.480000,44.720001,34.141304,237088700
2006-09-01,45.000000,49.950001,44.020000,49.320000,37.795677,265210400
2006-10-01,48.619999,52.150002,47.639999,49.279999,37.765030,365494300
2006-11-01,49.380001,49.700001,45.970001,46.099998,35.328083,371959900
2006-12-01,46.000000,46.889999,44.799999,46.180000,35.389397,278046300
2007-01-01,47.090000,48.779999,46.509998,47.689999,36.681561,289921200
2007-02-01,47.509998,50.419998,47.439999,48.310001,37.158443,278003300
2007-03-01,47.779999,48.320000,45.060001,46.950001,36.112370,347369500
2007-04-01,47.060001,49.950001,46.830002,47.919998,37.034889,257144500
2007-05-01,47.919998,48.880001,46.320000,47.599998,36.787590,309199900
2007-06-01,47.900002,51.439999,47.689999,48.110001,37.354305,443564800
2007-07-01,48.200001,49.259998,45.730000,45.950001,35.677200,345381600
2007-08-01,46.049999,48.419998,42.919998,43.630001,33.875877,561399200
2007-09-01,43.509998,45.049999,42.090000,43.650002,34.062424,376154000
2007-10-01,43.830002,47.700001,43.270000,45.209999,35.279781,437028000
2007-11-01,44.700001,48.230000,42.500000,47.900002,37.378914,432340500
2007-12-01,47.709999,50.049999,46.869999,47.529999,37.090187,304526500
2008-01-01,47.410000,51.299999,43.110001,50.740002,39.773579,594609500
2008-02-01,50.900002,51.570000,47.840000,49.590000,38.872139,476630200
2008-03-01,49.430000,54.150002,48.639999,52.680000,41.294296,490180000
2008-04-01,53.189999,59.040001,52.810001,57.980000,45.665100,439232000
2008-05-01,58.200001,59.090000,55.049999,57.740002,45.476070,392991100
2008-06-01,57.410000,59.950001,55.849998,56.200001,44.449913,443348300
2008-07-01,56.000000,59.560001,55.340000,58.619999,46.363930,495577900
2008-08-01,58.750000,61.000000,56.810001,59.070000,46.719864,395839100
2008-09-01,59.900002,63.849998,57.740002,59.889999,47.559460,560153900
